text,subject
Discuss the contributions of the Gupta Empire. (Ref: 1714),History
She loves drinking coffee in the morning. (Ref: 59),English
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 971),Maths
I counted 12 birds on the tree. (Ref: 864),Maths
They travelled 250 km in 5 hours. (Ref: 387),Maths
Convert this direct speech to reported speech. (Ref: 1277),English
She loves drinking coffee in the morning. (Ref: 1645),English
Use 'however' in a complex sentence. (Ref: 1756),English
The cake was divided into 8 equal parts. (Ref: 656),Maths
What is the pH scale used for? (Ref: 665),Science
Ashoka embraced Buddhism after the Kalinga war. (Ref: 1680),History
Convert 0.75 into a fraction. (Ref: 677),Maths
Rewrite the sentence in passive voice. (Ref: 2361),English
Explain the administration under Ashoka. (Ref: 1871),History
Ashoka embraced Buddhism after the Kalinga war. (Ref: 989),History
What led to the decline of the Maurya Empire? (Ref: 929),History
Can you help me carry this bag? (Ref: 1663),English
Ancient Indian temples show architectural brilliance. (Ref: 711),History
Salt dissolves faster in hot water. (Ref: 17),Science
Describe the impact of Akbar’s rule in India. (Ref: 1544),History
He saved ₹200 from his monthly allowance. (Ref: 328),Maths
They travelled 250 km in 5 hours. (Ref: 1336),Maths
State Newton’s second law of motion. (Ref: 998),Science
Boiling water kills most bacteria. (Ref: 1539),Science
Who were the main warriors in the First Battle of Tarain? (Ref: 1249),History
He saved ₹200 from his monthly allowance. (Ref: 1554),Maths
She bought 3 apples for ₹15 each. (Ref: 522),Maths
I paid ₹120 for 2 books. (Ref: 254),Maths
Describe the conquests of Samudragupta. (Ref: 2348),History
Describe the conquests of Samudragupta. (Ref: 35),History
I enjoy reading novels before bed. (Ref: 465),English
Ancient Indian temples show architectural brilliance. (Ref: 2263),History
They travelled 250 km in 5 hours. (Ref: 379),Maths
State Newton’s second law of motion. (Ref: 1331),Science
Explain Mendel’s law of inheritance. (Ref: 671),Science
The Mauryas unified large parts of India. (Ref: 2239),History
He's been learning French recently. (Ref: 1066),English
Explain the distributive property. (Ref: 2152),Maths
The Red Fort was built by Shah Jahan. (Ref: 378),History
She loves drinking coffee in the morning. (Ref: 717),English
Describe how vaccines work. (Ref: 1362),Science
I counted 12 birds on the tree. (Ref: 1841),Maths
What is the law of conservation of mass? (Ref: 182),Science
It's going to rain later today. (Ref: 2258),English
The Red Fort was built by Shah Jahan. (Ref: 631),History
I counted 12 birds on the tree. (Ref: 1282),Maths
Correct the grammatical error in this statement. (Ref: 1624),English
Use 'however' in a complex sentence. (Ref: 1279),English
Identify the verb in this sentence. (Ref: 810),English
Explain the rule of Rajaraja Chola. (Ref: 1880),History
State the Pythagorean theorem. (Ref: 2488),Maths
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1151),Maths
What was the significance of the Battle of Panipat? (Ref: 2386),History
Wearing a helmet reduces head injury risk. (Ref: 1523),Science
What is the function of an adverb in a sentence? (Ref: 2143),English
Salt dissolves faster in hot water. (Ref: 2405),Science
Can you help me carry this bag? (Ref: 235),English
Wearing a helmet reduces head injury risk. (Ref: 869),Science
Where did you go during the weekend? (Ref: 1668),English
The sun is a natural source of light. (Ref: 1090),Science
Ashoka embraced Buddhism after the Kalinga war. (Ref: 885),History
She bought 3 apples for ₹15 each. (Ref: 635),Maths
She loves drinking coffee in the morning. (Ref: 111),English
Describe the conquests of Samudragupta. (Ref: 996),History
Solve: 3x - 4 = 11 (Ref: 2481),Maths
Explain the administration under Ashoka. (Ref: 912),History
I counted 12 birds on the tree. (Ref: 2347),Maths
What is the correct punctuation for this dialogue? (Ref: 1801),English
I counted 12 birds on the tree. (Ref: 929),Maths
How did Shivaji Maharaj defend his forts? (Ref: 1248),History
The Mauryas unified large parts of India. (Ref: 1107),History
Describe the water cycle. (Ref: 1724),Science
The Indus Valley had planned drainage systems. (Ref: 1095),History
Calculate the volume of a cube with side 3cm. (Ref: 55),Maths
He saved ₹200 from his monthly allowance. (Ref: 1163),Maths
I paid ₹120 for 2 books. (Ref: 1648),Maths
Who were the main warriors in the First Battle of Tarain? (Ref: 941),History
Ashoka embraced Buddhism after the Kalinga war. (Ref: 2123),History
What is the difference between mass and weight? (Ref: 680),Science
The train takes 3 hours to reach Delhi. (Ref: 738),Maths
How do you use the present perfect tense? (Ref: 872),English
How do you use the present perfect tense? (Ref: 844),English
Explain the distributive property. (Ref: 1164),Maths
I'm planning to visit the library today. (Ref: 13),English
Convert 0.75 into a fraction. (Ref: 176),Maths
Choose the correct article for this noun. (Ref: 2043),English
Ancient Indian temples show architectural brilliance. (Ref: 248),History
It's going to rain later today. (Ref: 996),English
What is the function of an adverb in a sentence? (Ref: 2139),English
What is the pH scale used for? (Ref: 2478),Science
Explain the distributive property. (Ref: 1063),Maths
What is the structure of an atom? (Ref: 327),Science
Magnets can attract some metals. (Ref: 2335),Science
Describe the achievements of Chandragupta Maurya. (Ref: 1977),History
What is the function of an adverb in a sentence? (Ref: 1845),English
Do you want to join us for lunch? (Ref: 1160),English
What is the quadratic formula? (Ref: 1379),Maths
Tipu Sultan fought bravely against the British. (Ref: 346),History
He saved ₹200 from his monthly allowance. (Ref: 2493),Maths
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1590),History
Let’s catch up after the class ends. (Ref: 701),English
Solve: 3x - 4 = 11 (Ref: 1836),Maths
What is the quadratic formula? (Ref: 787),Maths
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1938),Maths
Define the principle of buoyancy. (Ref: 1226),Science
I paid ₹120 for 2 books. (Ref: 1470),Maths
Use 'however' in a complex sentence. (Ref: 416),English
What was the significance of the Battle of Panipat? (Ref: 89),History
The sun is a natural source of light. (Ref: 1662),Science
The train takes 3 hours to reach Delhi. (Ref: 2021),Maths
It's going to rain later today. (Ref: 387),English
How did Shivaji Maharaj defend his forts? (Ref: 1988),History
Correct the grammatical error in this statement. (Ref: 128),English
The cake was divided into 8 equal parts. (Ref: 1120),Maths
What is the difference between mass and weight? (Ref: 1442),Science
Turning off lights saves energy. (Ref: 31),Science
Explain the rule of Rajaraja Chola. (Ref: 384),History
Choose the correct article for this noun. (Ref: 204),English
He's been learning French recently. (Ref: 1684),English
Explain Mendel’s law of inheritance. (Ref: 2309),Science
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1691),History
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1874),Maths
She loves drinking coffee in the morning. (Ref: 123),English
She loves drinking coffee in the morning. (Ref: 1402),English
Wearing a helmet reduces head injury risk. (Ref: 1427),Science
What is the difference between mass and weight? (Ref: 1013),Science
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 2217),History
How do you use the present perfect tense? (Ref: 148),English
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1320),Maths
Describe the impact of Akbar’s rule in India. (Ref: 421),History
We shared the pizza equally among 4 people. (Ref: 1113),Maths
Identify the verb in this sentence. (Ref: 61),English
Solve: 3x - 4 = 11 (Ref: 835),Maths
They travelled 250 km in 5 hours. (Ref: 369),Maths
Can you help me carry this bag? (Ref: 1870),English
Explain Mendel’s law of inheritance. (Ref: 865),Science
What is a compound-complex sentence? (Ref: 643),English
She loves drinking coffee in the morning. (Ref: 2335),English
Magnets can attract some metals. (Ref: 1936),Science
The Maratha empire resisted the Mughals. (Ref: 2166),History
I counted 12 birds on the tree. (Ref: 2022),Maths
Convert this direct speech to reported speech. (Ref: 1392),English
Ancient Indian temples show architectural brilliance. (Ref: 164),History
Describe the water cycle. (Ref: 817),Science
I'm planning to visit the library today. (Ref: 2384),English
Salt dissolves faster in hot water. (Ref: 804),Science
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 801),History
Discuss the contributions of the Gupta Empire. (Ref: 959),History
Define a rational number. (Ref: 2059),Maths
State Newton’s second law of motion. (Ref: 2042),Science
The train takes 3 hours to reach Delhi. (Ref: 273),Maths
Define a rational number. (Ref: 2158),Maths
What was the significance of the Battle of Panipat? (Ref: 805),History
What is a compound-complex sentence? (Ref: 1161),English
What is the law of conservation of mass? (Ref: 443),Science
Explain the administration under Ashoka. (Ref: 1253),History
Who were the main warriors in the First Battle of Tarain? (Ref: 1162),History
Where did you go during the weekend? (Ref: 432),English
The Mauryas unified large parts of India. (Ref: 2319),History
Convert 0.75 into a fraction. (Ref: 1522),Maths
Plastic takes centuries to decompose. (Ref: 2046),Science
Use 'however' in a complex sentence. (Ref: 2041),English
What is the difference between mass and weight? (Ref: 746),Science
Solve: 3x - 4 = 11 (Ref: 1526),Maths
I'm planning to visit the library today. (Ref: 1971),English
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1206),Maths
Describe the conquests of Samudragupta. (Ref: 752),History
We shared the pizza equally among 4 people. (Ref: 1966),Maths
I counted 12 birds on the tree. (Ref: 1117),Maths
Define the principle of buoyancy. (Ref: 1937),Science
Buddha attained enlightenment in Bodh Gaya. (Ref: 2084),History
He's been learning French recently. (Ref: 1355),English
The Indus Valley had planned drainage systems. (Ref: 2206),History
What is the difference between mass and weight? (Ref: 1324),Science
Explain the administration under Ashoka. (Ref: 1257),History
The sun is a natural source of light. (Ref: 2261),Science
What is the law of conservation of mass? (Ref: 768),Science
Tipu Sultan fought bravely against the British. (Ref: 2314),History
He ran 5 km in the morning. (Ref: 2184),Maths
What is the quadratic formula? (Ref: 431),Maths
How did Shivaji Maharaj defend his forts? (Ref: 42),History
What led to the decline of the Maurya Empire? (Ref: 2106),History
Buddha attained enlightenment in Bodh Gaya. (Ref: 2005),History
What is the structure of an atom? (Ref: 1083),Science
What led to the decline of the Maurya Empire? (Ref: 2346),History
Discuss the contributions of the Gupta Empire. (Ref: 2328),History
Do you want to join us for lunch? (Ref: 149),English
What was the significance of the Battle of Panipat? (Ref: 732),History
Define the principle of buoyancy. (Ref: 1147),Science
I counted 12 birds on the tree. (Ref: 2303),Maths
I'm planning to visit the library today. (Ref: 461),English
Can you help me carry this bag? (Ref: 1785),English
Explain the distributive property. (Ref: 1921),Maths
Buddha attained enlightenment in Bodh Gaya. (Ref: 1272),History
Define a rational number. (Ref: 193),Maths
Turning off lights saves energy. (Ref: 2387),Science
Ancient Indian temples show architectural brilliance. (Ref: 1005),History
He's been learning French recently. (Ref: 2431),English
Buddha attained enlightenment in Bodh Gaya. (Ref: 1315),History
It's going to rain later today. (Ref: 2497),English
Boiling water kills most bacteria. (Ref: 1299),Science
What is the pH scale used for? (Ref: 2385),Science
Solve: 3x - 4 = 11 (Ref: 502),Maths
Ancient Indian temples show architectural brilliance. (Ref: 340),History
Choose the correct article for this noun. (Ref: 1666),English
Plastic takes centuries to decompose. (Ref: 2000),Science
State the Pythagorean theorem. (Ref: 2229),Maths
Explain Ohm's law with an example. (Ref: 780),Science
He's been learning French recently. (Ref: 2006),English
We shared the pizza equally among 4 people. (Ref: 2020),Maths
Define a rational number. (Ref: 2404),Maths
What is the structure of an atom? (Ref: 508),Science
How did Shivaji Maharaj defend his forts? (Ref: 2369),History
Explain Ohm's law with an example. (Ref: 1437),Science
I paid ₹120 for 2 books. (Ref: 2086),Maths
Turning off lights saves energy. (Ref: 1877),Science
Who were the main warriors in the First Battle of Tarain? (Ref: 1949),History
Use 'however' in a complex sentence. (Ref: 1124),English
State Newton’s second law of motion. (Ref: 2352),Science
Washing hands prevents disease spread. (Ref: 2013),Science
He saved ₹200 from his monthly allowance. (Ref: 117),Maths
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1294),Maths
They travelled 250 km in 5 hours. (Ref: 727),Maths
What is the law of conservation of mass? (Ref: 675),Science
We shared the pizza equally among 4 people. (Ref: 323),Maths
Washing hands prevents disease spread. (Ref: 2076),Science
Fruits contain natural sugars and vitamins. (Ref: 2388),Science
Identify the verb in this sentence. (Ref: 1334),English
Describe how vaccines work. (Ref: 311),Science
Turning off lights saves energy. (Ref: 470),Science
